73	"F[ather Ea — today my ball fell down into the earth,]
74	[my] mal[let fell down into the earth,]
75	and Enkid[u, who went down to bring them up — the earth seized him!]
76	Namtar did n[ot seize him; the Demon did not seize him; the earth seized him;]
77	the mercil[ess] ambusher Nergal [did not seize him; the earth seized him;]
78	[he did not fall on] the field of the battle of ma[les; the earth seized him!"]
79	Father Ea, i[n ... ,]
80	[spoke] to the fighter, the yo[ung man Šamaš:]
81	"Fighter, young man, Šam[aš, son of Ningal ... —]
82	now, [open a chink into the earth;]
83	[bring up] the phantom of En[kidu from the earth like a breath of wind,]
84	at the wo[rd of ... !"]
85	The fighter, the young man Šamaš, son of Nin[gal ... ,]
86	opened a chink into the earth,
87	and brought up the phantom of Enkidu from the earth like a breath of wind.
88	They embraced each other and kept kissing;
89	they traded counsel, asking, asking:
90	"Tell me, my friend — tell me, my friend!
91	Tell me the order of the earth that you saw!"
92	"I will not tell you, my friend; I will not tell you.
93	If I tell you the order of the earth that I saw —
94	[yo]u — sit down and weep!"
95	"Then [I] will sit down and weep."
96	"[My friend — the pe]nis you handled, and your heart was glad:
97	[ ... like an] old [be]am the worm devours it;
98	[my friend — the crotch you] handled, and your heart was glad:
99	[like a crack in the ear]th it is full of dust."
100	"[Woe!" he] cried, [and threw] himself [in the dust;]
101	["Woe!"] cried [Gilgameš,] and threw himself [in the du]st.
102	"[The one with one son — did you s]ee him?" "I saw:
103	[a peg is se]t [in his wall,] and [bitterly] he weeps over it."
104	"[The one with two sons — did you see him?" "I s]aw:
105	[he sits on two bricks,] eating bread."
106	"[The one with three sons — did you see him?"] "I saw:
107	[from the waterskin slung at the saddle] he drinks water."
108	"[The one with four sons — did you se]e him?" "I saw:
109	[like the owner of a te]am [of donkeys] his heart is glad."
110	"[The one with five sons — did] you [s]ee him?" "I saw:
111	[like a] fine [scrib]e, his hand kept open,
112	[straight] into the palace he enters."
113	"[The one with six sons — did] you [s]ee him?" "I saw:
114	[like a ploughman his heart is glad."]
115	"[The one with seven sons — did you see him?" "I saw:]
116	[as a junior among the gods he sits on a throne, hearing the proceedings(?)."]
117	"[The one with no heir — did you see him?" "I saw:]
118	like a fine banner(?) he is pinne[d] in a co[rn]er."
119	"Like [ ... ]"
132	"[The one who ... — did you see him?" "I saw:]
133	t[o(?) ... ]
134	"[The one who ... — did you see him?" "I saw:]
135	t[o(?) ... ]
144	"The one struck by a mooring-pole — did you see him?" "I [saw:]
145	alas for his mother [and] his f[ath]er! — whenever pegs are pulled, he [wa]nders witho[ut rest."]
146	"The one who [died] the death of [his] god — did you [s]ee him?" "I sa[w:]
147	he sleeps in the bed of [the god]s, drinking clear water."
148	"The one killed in battle — did you see him?" "I s[aw:]
149	his father and mother cradle his head, and his wife [weep]s [over] him."
150	"The one whose corpse lies thro[wn] on the open land — did you see him?" "I saw:
151	his shade finds no sleep in the earth."
152	"The one whose shade has no one to tend it — did you see him?" "I saw:
153	scrapings of the pot and crusts of bread thrown in the street — that is what he eats."
