80	Ištar, when she heard this,
81	Ištar was enraged, and [went up] to the heavens;
82	Ištar went we[eping] before An[u] her father;
83	before Antu her mother her tears kept flowing:
84	"Father — Gilgameš has piled cur[ses] on me!
85	Gilgameš has told over my sl[anders] —
86	my slanders and my curses!"
87	Anu shaped his mouth to speak,
88	saying to princess Ištar:
89	"Ah, but was it not you who provoked king [Gilga]meš,
90	so that Gilgameš told over your slanders —
91	your slanders and your cu[rses?"]
92	Ištar shaped her mouth to speak,
93	saying to Anu her father:
94	"Father — give me the Bull of Heaven:
95	let me kill Gilgameš [i]n his own dwelling!
96	And i[f] you do n[ot g]ive me the Bull,
97	I will smash [the underwor]ld(?) down to its dwelling-place;
98	I will se[t ... ] to the world below;
99	I will bring up the [de]ad, and they will eat the li[vi]ng —
100	I will make the dead outnu[mber] the living!"
101	Anu shaped his mouth to [sp]e[ak,]
102	saying to princess Iš[tar:]
103	"I[f] you demand the Bull [of me,]
104	the widow of Uruk must gathe[r] seven years of chaff;
105	[the farmer of Uruk] must g[r]ow seven years of ha[y."]
106	[Ištar shap]ed [her mouth] to speak,
107	[saying to An]u he[r] father:
108	"[ ... ] I have stored away(?);
109	[ ... ] I have laid in:
110	the wid[ow of Uruk has gath]ered [seven ye]ars of chaff;
111	the farm[er of Uruk has grown] the hay."
112	B[ef]ore the fury(?) of the Bull [she would ... him.]
113	Anu [h]eard this speech of Iš[tar,]
114	[and the l]ead-rope of the Bull he se[t] in her hands,
115	[and down ... ] Ištar was leading him.
116	When [he] arrived in [the lan]d of Uruk,
117	he shrivelled woodland, marsh, and reed-be[d;]
118	he went down to the river: seven cubits the river dr[op]ped.
119	At the snorting of the Bull a chasm opened,
120	and one hundred young men of Uruk kept falling in;
121	at his second snort a chasm opened,
122	and two hundred young men of Uruk kept falling in;
123	at his third snort a chasm opened,
124	and Enkidu fell in up to [his] wais[t.]
125	Enkid[u lea]pt up and se[ized] the Bull [b]y [his] horns.
126	The Bull flung sla[ver] full in his face;
127	with the thick of his tail [he dropped(?)] his [d]ung.
128	Enkidu shaped his mouth [to speak,]
129	saying to Gilga[meš:]
130	"My friend — we made our boa[st in our(?)] cit[y:]
131	how shall we answer the mustered peo[ple?]
132	My friend, I have taken the measure of the Bu[ll's] strength;
133	knowing now his power [and his] bent [ ... ],
134	let me get round [behi]nd(?) the B[ull's] strength:
135	to the rear of the Bull [I will ... ;]
136	I will seize h[im by the thick of his tail;]
137	I will pl[ant my foot on the back(?) of his hock;]
138	in [ ... ]
139	Then [yo]u, like a s[laughterer, br]ave and s[k]illed,
140	between na[pe, ho]rns, and kill-spot(?) thru[st] in your knife!"
141	Enkidu wheeled round to the rear of the Bull;
142	he seized him by the [thi]ck of his tail;
143	[he plan]ted his foot o[n the bac]k of h[is] hock;
144	[in ... ]
145	and Gilgameš, like a s[laughterer], brave and [ski]lled,
146	between nape, horns, and k[i]ll-spot(?) [thrust in] his knife.
147	After they had slain the Bull,
148	they lifted up his heart and set it before Šamaš;
149	stepping back, they [pr]ostrated themselves before Šamaš,
150	and the two of them sat down together.
151	Ištar went up on the wall of Uruk-the-Sheepfold;
152	she writhed in a stamping dance and shrieked the wo[e-]cry:
153	"That one! Gilgameš — who mocked me — has killed the Bull of Heaven!"
154	Enkidu heard this speech of Ištar:
155	he tore off the Bull's haunch and flung it in her face.
156	"And you! Could I but reach you, I would use you the same:
157	I would drape his guts along your arms!"
158	Ištar gathered the courtesans, the pleasure-girls, and the harlots;
159	over the haunch of the Bull she set up a weeping.
160	Gilgameš summoned the craftsmen, the armorers, all of them;
161	the craftsmen's sons admire the thickness of his horns:
162	thirty minas of lapis lazuli their casing;
163	two minas each their rims;
164	six measures of oil, the capacity of the pair,
165	he gave for the anointing of his god Lugalbanda,
166	and carried the horns in and hung them in his master-bedroom.
167	In the Euphrates they washed their hands;
168	they took each other's hand and came riding
169	through the street of Uruk,
170	the people of Uruk crowded together gaz[ing] on [them.]
171	Gilgameš spo[ke] a word to the serving-girls of [his] pala[ce:]
172	"Who is finest among the young men?
173	Who is proudest among the males?"
174	"Gilgameš is finest among the young men!
175	[Gilgameš is prou]dest among the males!"
176	"[ ... whom] we [k]new in our fury,
177	[ ... i]n his street he has none to disparage him,
178	[ ... the wa]y of [ ... ]"
179	Gilgameš in his palace he[ld] a merrymaking.
180	The young men lay stretched out, asleep on the couch of night,
181	and Enkidu, stretched out, was seeing a dream.
182	Enkidu rose to unravel the dream,
183	saying to his friend:
