217	"How can w[e go, my friend, to the Cedar Forest?]
218a	So as to keep the cedar safe,
219a	as a terror to people Enlil appointed him.
218b	That journey [is not one to be made;]
219b	[that man is not one to be looked at.]
220	The guardian of the Ce[dar] Fo[rest — strong, unsleeping:]
221	Humbaba — his voice is the Flood;
222	his mouth is fire, and his breath is death.
223	He hears the forest's rustling at sixty leagues.
224	Who is there would go down into his forest?
225	Adad is first, and he is second —
226	who is there could face him, even among the Igī[gī?]
227	So as to keep the cedar safe,
228	as a terror to people Enlil appointed him,
229	and whoever goes down into his forest — palsy seizes him."
230	Gilgameš said [to him, to E]nkidu:
231	"Co[me, my friend ... ]
232	Why, my friend, do you talk like a weakling?
233	Your slack mouth is sickening my heart.
234	As for man — his days are numbered;
235	whatever he ever does is only w[ind.]
236	[ ... ] there is not [ ... ]
237	You were born and you were raised i[n the open lan]d;
238	lions leapt at you; [you have known(?)] every[thing;]
239	grown men fled [before you;]
240	your heart has known combat and [seen(?)] battle.
241	Come, my friend, [let me hurry(?)] to the for[ge:]
242	[in] the forge [let them cast(?) ... ]"
247	[They s]at deliberating over [ ... ]:
248	hatchets they cast [ ... ];
249	axes of seven talents each [ ... ];
250	their swords of seven talents each;
252	their belts, one talent each;
253	a belt of [ ... ]
260	"Hear me, young men of Uruk-the-Sheepfold,
261	young men of Uruk who know [ ... ]:
262	I am set hard on it — I go the lo[ng] road [to the place of Humbaba;]
263	I will fa[ce] a combat I have not known;
264	[I will ride] a ro[ad I have not known.]
265	Give me your blessing, that I may go —
266	that I may [see] yo[ur] faces [again in safety]
267	and re-enter the gate of Uruk with [a glad heart;]
268	that I may come back and [hold] the New Year feast [twice over] in one ye[ar —]
269	hold the New Year feast twice in one ye[ar!]
270	Let the feast be set; let the merr[ymaking begin;]
271	let the drums rattle out be[fore Wild-Cow Nins]un!"
272	Enkidu [was giving] coun[sel] to the elders
273	and to the young men of Uruk, who kn[ew ... ]:
274	"Tell him not to go to the C[edar] F[orest!]
275	That journey is not one to be made;
276	that man is [not one to be] looked at.
277	The guardian of the Cedar Forest — strong, unsleeping:
278	[Humbaba — his voice is the Flood;]
279	[his mouth is fire, and] his breath is death.
280	[He hears] the rustling of his forest [at sixty leagues.]
281	[Who is there would go down] into his forest?
282	[Adad is first, and he is] second —
283	[who is there could face him, even a]mong the Igīgī?
284	[So as to keep the cedar safe,]
285	as a terror to people Enlil appointed him,
286	[and] whoever goes down into his forest — palsy seizes him."
287	The great counsellors rose,
288	returning their [ju]dgment to Gilgameš:
289	"You are young, Gilgameš; your heart carries you away,
290	and everything you keep saying — you do not know it.
291	Humbaba — his voice is the Flood;
292	his mouth is fire, and his breath is death.
293	He hears the rustling of his forest at sixty leagues;
294	whoever goes down into his forest — [palsy] s[eizes] him.
295	Who is there would go down into his forest?
296	Who is there could face him, even among the Igīgī?
297	Adad is first, and he is second.
298	So as to keep the cedar safe,
299	as a terror to people Enlil appointed him."
300	Gilgameš heard the word of the great counsellors;
301	he looked round [and laughed(?) toward] Enkidu.
